,id,target,disposition,period,t0,duration
2942,K02263.03,0,CANDIDATE,15.5943758,140.3138,7.367
2943,K00294.01,1,CONFIRMED,34.4359387,193.038,5.82
2944,K00295.01,1,CONFIRMED,5.317440164,171.875619,2.9331
2945,K00295.02,1,CONFIRMED,10.10575764,135.50958,2.0138
2946,K00296.01,1,CONFIRMED,28.86236571,178.48498,5.4033
2947,K00351.02,1,CONFIRMED,210.6013843,147.056867,11.9922
2948,K02926.05,0,CANDIDATE,75.731195,201.9685,4.859
2949,K00351.03,1,CONFIRMED,59.7371443,158.95974,8.0006
2950,K00053.01,0,FALSE POSITIVE,3.388887193,172.259054,2.4475
2951,K00352.01,1,CONFIRMED,27.08239734,191.80728,5.0119
2952,K00353.01,0,CANDIDATE,152.1060435,176.52741,7.4517
2953,K00353.02,1,CONFIRMED,30.6528935,135.04211,4.99
2954,K03646.02,0,FALSE POSITIVE,0.512869432,132.01554,4.015
2955,K02995.01,1,CONFIRMED,5.19492747,131.62458,3.167
2956,K02996.01,1,CONFIRMED,15.9314412,141.81212,2.435
2957,K02997.01,0,FALSE POSITIVE,1.33251589,132.0842,4.216
2958,K02998.01,1,CONFIRMED,28.227413,141.49504,5.782
2959,K02999.01,0,FALSE POSITIVE,0.545544979,131.72408,1.954
2960,K01232.02,0,FALSE POSITIVE,419.97507836,524.8465031,12.1687
2961,K03075.01,1,CONFIRMED,4.76559056,133.50531,2.2
2962,K03078.01,1,CONFIRMED,2.98618134,133.46926,2.969
2963,K03081.01,0,FALSE POSITIVE,25.9200092,138.1757,5.609
2964,K00284.03,1,CONFIRMED,6.17817366,168.8626,3.2601
2965,K03082.01,0,FALSE POSITIVE,2.04516705,132.36168,3.625
2966,K02264.02,0,CANDIDATE,7.25101997,138.1878,2.799
2967,K00297.01,1,CONFIRMED,5.65178922,172.27915,3.0933
2968,K00298.01,1,CONFIRMED,19.96367208,178.30806,2.6403
2969,K00298.02,0,CANDIDATE,57.3840375,170.72723,4.336
2970,K00299.01,1,CONFIRMED,1.541676547,170.543719,1.9118
2971,K00045.01,0,FALSE POSITIVE,6.397185875,174.365353,5.8638
2972,K00300.01,0,FALSE POSITIVE,2.976020742,171.65845,3.73
2973,K00354.01,1,CONFIRMED,15.95995611,171.52098,4.3149
2974,K00354.02,1,CONFIRMED,7.37867551,135.82271,3.349
2975,K00355.01,1,CONFIRMED,4.903321801,172.900587,2.8887
2976,K00356.01,1,CONFIRMED,1.82708193,170.52583,1.96401
2977,K00358.01,0,FALSE POSITIVE,22.845241036,172.8026986,5.3007
2978,K04146.02,0,CANDIDATE,2.5738437,132.17126,1.92
2979,K03000.01,0,FALSE POSITIVE,18.3980827,144.9175,4.438
2980,K03002.01,1,CONFIRMED,11.62904159,132.82099,2.97
2981,K03003.01,0,FALSE POSITIVE,13.6550963,137.52651,4.117
2982,K00282.01,1,CONFIRMED,27.50871575,182.103494,5.9291
2983,K03004.01,1,CONFIRMED,20.0708757,136.9462,6.354
2984,K01236.04,0,CANDIDATE,98.353149,217.883,24.708
2985,K03083.01,0,CANDIDATE,10.18318233,133.21404,3.137
2986,K03083.02,0,CANDIDATE,6.2321233,135.2369,2.85
2987,K03083.03,0,CANDIDATE,8.2942929,134.8478,3.976
2988,K03084.01,0,FALSE POSITIVE,1.540411479,131.99239,1.703
2989,K03085.01,0,FALSE POSITIVE,3.74785358,134.18012,3.713
2990,K00520.03,1,CONFIRMED,25.75274977,136.43851,2.7678
2991,K00521.01,0,CANDIDATE,10.161023528,172.000736,3.1627
2992,K00522.01,0,CANDIDATE,12.82993461,169.944919,2.942
2993,K00523.01,1,CONFIRMED,49.41121127,198.238709,5.278
2994,K00523.02,1,CONFIRMED,36.8567758,138.90683,7.495
2995,K02964.02,0,FALSE POSITIVE,35.080928,164.4576,6.92
2996,K00574.02,1,CONFIRMED,10.39986173,141.51366,3.377
2997,K00090.01,0,FALSE POSITIVE,0.828206212,135.722038,1.737
2998,K00575.01,1,CONFIRMED,24.31574009,183.40875,4.1344
2999,K00576.01,0,FALSE POSITIVE,199.443024,240.85148,7.409
3000,K00577.01,1,CONFIRMED,39.6766071,178.55555,5.04
3001,K04260.03,0,FALSE POSITIVE,358.66044,296.9516,16.732
3002,K00421.01,1,CONFIRMED,4.454194254,172.8202233,2.3061
3003,K00422.01,0,CANDIDATE,809.0141881,250.634242,8.3017
3004,K00423.01,1,CONFIRMED,21.0871953,202.858405,5.92691
3005,K00424.01,0,FALSE POSITIVE,1.575631524,170.393276,2.59202
3006,K00070.04,1,CONFIRMED,6.09855603,135.92906,2.9815
3007,K01278.05,0,FALSE POSITIVE,203.250506,208.4914,9.81
3008,K00477.01,1,CONFIRMED,16.54295261,169.65031,3.8516
3009,K00478.01,1,CONFIRMED,11.023474798,171.114662,1.4814
3010,K00479.01,1,CONFIRMED,34.18884323,193.38946,5.3278
3011,K00480.01,1,CONFIRMED,4.30165843,172.311001,2.1055
3012,K00481.01,1,CONFIRMED,7.650243513,171.972352,2.752
3013,K02298.03,0,CANDIDATE,2.47240869,132.44084,1.87
3014,K00524.01,1,CONFIRMED,4.592393816,172.004723,2.2748
3015,K00525.01,0,CANDIDATE,11.53029332,173.726435,1.8385
3016,K00085.01,1,CONFIRMED,5.859935955,132.040528,4.0185
3017,K00526.01,1,CONFIRMED,2.104721971,171.044219,1.7547
3018,K00527.01,0,FALSE POSITIVE,10.63624422,171.69616,5.055
3019,K03091.02,0,CANDIDATE,7.9069765,138.427,4.634
3020,K00578.01,1,CONFIRMED,6.412512953,169.879804,5.2677
3021,K00579.01,1,CONFIRMED,2.019997006,170.07102,1.8073
3022,K00579.02,1,CONFIRMED,3.763041531,132.59298,1.6011
3023,K00580.01,1,CONFIRMED,6.521209629,175.7111,2.7975
3024,K00581.01,1,CONFIRMED,6.996926239,175.914281,2.7374
3025,K04288.04,0,CANDIDATE,13.9509565,144.287,5.231
3026,K00425.01,0,FALSE POSITIVE,5.428344915,169.753676,1.8931
3027,K00426.01,0,CANDIDATE,16.30141333,172.14753,3.5764
3028,K00427.01,0,CANDIDATE,24.61480613,191.741225,2.6602
3029,K00427.02,1,CONFIRMED,42.949522,153.73786,5.4154
3030,K00427.03,1,CONFIRMED,117.033521,245.65151,6.822
3031,K01289.02,0,FALSE POSITIVE,386.39833,365.94877,8.519
3032,K00481.02,1,CONFIRMED,1.55400389,169.830304,1.7664
3033,K00481.03,1,CONFIRMED,34.25951418,183.23718,4.7743
3034,K00081.01,0,FALSE POSITIVE,23.8761144,143.07006,9.3113
3035,K00482.01,0,FALSE POSITIVE,4.99270186,169.55323,3.1008
3036,K00483.01,1,CONFIRMED,4.79860021,173.257466,3.0384
3037,K00255.03,0,FALSE POSITIVE,7.7333361,133.58981,2.807
3038,K00528.01,1,CONFIRMED,9.57665962,176.683759,3.3603
3039,K00528.02,1,CONFIRMED,96.6781852,140.18339,5.6957
3040,K00528.03,1,CONFIRMED,20.55280311,145.02837,2.2013
3041,K00529.01,0,FALSE POSITIVE,2.023123903,170.513161,1.1829
3042,K00530.01,1,CONFIRMED,10.94026745,170.30551,2.3494
3043,K03138.02,1,CONFIRMED,19.5352551,148.20374,1.013
3044,K00531.01,0,CANDIDATE,3.687469832,170.8803594,1.0668
3045,K00581.02,1,CONFIRMED,151.863949,143.31451,8.577
3046,K00582.01,1,CONFIRMED,5.945043548,170.472237,2.7004
3047,K00092.01,1,CONFIRMED,65.7045275,137.44275,3.3104
3048,K00582.02,1,CONFIRMED,17.73842886,148.99011,3.0049
3049,K04260.04,0,CANDIDATE,84.799829,180.4426,15.21
3050,K00582.03,1,CONFIRMED,9.93962361,131.58267,3.432
3051,K00428.01,1,CONFIRMED,6.8731664,172.518826,6.8569
3052,K00429.01,1,CONFIRMED,8.600099313,172.529281,4.0077
3053,K00430.01,1,CONFIRMED,12.37646897,179.404945,2.7075
3054,K00430.02,0,CANDIDATE,9.340538,135.12248,2.57
3055,K01353.03,0,CANDIDATE,330.071558,340.9871,4.295
3056,K00431.01,1,CONFIRMED,18.87022157,178.71167,3.1404
3057,K00070.05,1,CONFIRMED,19.5776073,135.2032,3.382
3058,K00484.01,1,CONFIRMED,17.20522898,175.05878,3.6688
3059,K00485.01,0,FALSE POSITIVE,17.90766147,175.55977,5.396
3060,K00486.01,1,CONFIRMED,22.18332255,169.49619,5.1364
3061,K02342.02,0,FALSE POSITIVE,354.78194,175.7246,6.46
3062,K00487.01,1,CONFIRMED,7.65880048,173.03964,3.0427
3063,K00488.01,1,CONFIRMED,9.3789167,176.45197,3.3427
3064,K00532.01,1,CONFIRMED,4.221626193,173.699895,3.0619
3065,K00533.01,1,CONFIRMED,16.54967098,171.69398,4.3808
3066,K00085.02,1,CONFIRMED,2.154911236,133.498613,3.1341
3067,K00317.02,0,CANDIDATE,11.505879,136.2363,5.583
3068,K00533.02,1,CONFIRMED,3.52467888,131.63994,2.484
3069,K00534.01,1,CONFIRMED,6.400157105,174.02214,2.0004
3070,K00583.01,1,CONFIRMED,2.437029217,170.73808,3.2005
3071,K00584.01,1,CONFIRMED,9.9267215,175.68671,3.8428
3072,K00584.02,1,CONFIRMED,21.22349325,170.37387,4.9416
3073,K00584.03,1,CONFIRMED,6.47027706,136.50567,3.343
3074,K00585.01,1,CONFIRMED,3.722158895,171.560055,1.9941
3075,K00431.02,1,CONFIRMED,46.9026431,154.30327,3.9264
3076,K00432.01,1,CONFIRMED,5.263415218,174.351207,2.1446
3077,K00433.01,1,CONFIRMED,4.030466786,171.092308,2.7734
3078,K01437.02,0,FALSE POSITIVE,9.27989,133.7457,3.33
3079,K00433.02,1,CONFIRMED,328.240201,199.203375,12.2726
3080,K00434.01,0,FALSE POSITIVE,22.264806569,173.103028,8.7941
3081,K00489.01,0,FALSE POSITIVE,2.217038096,171.69587,1.8575
3082,K00489.02,0,FALSE POSITIVE,8.874603,140.2954,2.88
3083,K00490.01,1,CONFIRMED,4.393157678,172.867528,2.4455
3084,K02583.02,0,FALSE POSITIVE,251.7512,271.06864,4.314
3085,K00082.01,1,CONFIRMED,16.145671932,134.754877,3.7236
3086,K00490.02,1,CONFIRMED,1071.232624,420.286557,16.1784
3087,K00534.02,1,CONFIRMED,2.735900074,171.0964,1.9359
3088,K00535.01,1,CONFIRMED,5.852968845,171.181624,4.5973
3089,K00536.01,1,CONFIRMED,81.1701587,178.58702,8.358
3090,K03191.02,0,FALSE POSITIVE,371.17573,458.7146,8.2
3091,K00537.01,1,CONFIRMED,2.820190603,170.787705,2.554
3092,K00538.01,1,CONFIRMED,21.21712312,171.64936,5.89
3093,K00539.01,0,FALSE POSITIVE,200.0,171.27413,7.27
3094,K00586.01,1,CONFIRMED,15.77980122,175.96934,4.0369
3095,K00587.01,1,CONFIRMED,14.03490255,171.60491,3.638
3096,K00588.01,1,CONFIRMED,10.35586478,175.68106,2.8431
3097,K00094.01,1,CONFIRMED,22.342964828,132.741641,6.66405
3098,K00590.01,1,CONFIRMED,11.38840217,174.55377,3.6949
3099,K00435.01,1,CONFIRMED,20.5498184,178.946396,5.5484
3100,K00435.02,0,CANDIDATE,934.09418462,657.26877,17.489
3101,K00436.01,0,CANDIDATE,199.83920527,225.35896,4.378
3102,K01437.03,0,FALSE POSITIVE,17.4217322,145.9011,4.718
3103,K00437.01,0,CANDIDATE,15.84132627,177.142109,1.8215
3104,K00438.01,1,CONFIRMED,5.931196562,174.796908,2.4999
3105,K00072.01,1,CONFIRMED,0.837491225,131.574858,1.796
3106,K00490.03,1,CONFIRMED,7.40611676,134.07481,2.8826
3107,K00490.04,1,CONFIRMED,21.803708,139.07199,3.369
3108,K00491.01,0,FALSE POSITIVE,4.66229074,169.65558,3.73
3109,K00492.01,1,CONFIRMED,29.9111886,194.71129,6.6436
3110,K00493.01,0,FALSE POSITIVE,2.908453928,170.12474,2.5363
3111,K00494.01,1,CONFIRMED,25.69581456,188.78889,4.0251
3112,K00540.01,0,FALSE POSITIVE,25.70280003,194.82512,3.1644
3113,K00541.01,1,CONFIRMED,13.64617478,180.34991,3.4098
3114,K00007.01,1,CONFIRMED,3.213668926,123.611878,3.98235
3115,K00085.03,1,CONFIRMED,8.13121389,137.99254,4.2386
3116,K00542.01,1,CONFIRMED,41.8854433,178.6919,6.763
3117,K00542.02,1,CONFIRMED,13.81733587,135.03413,4.261
3118,K00597.03,1,CONFIRMED,52.8148051,164.90456,7.309
3119,K00598.01,1,CONFIRMED,8.30783912,171.17201,3.1516
3120,K00598.02,1,CONFIRMED,34.0963441,153.82654,3.896
3121,K00599.01,1,CONFIRMED,6.45442931,173.21478,2.6772
3122,K00600.01,1,CONFIRMED,3.595769013,170.36915,3.1569
3123,K00438.02,1,CONFIRMED,52.6615266,183.52054,3.1592
3124,K00439.01,1,CONFIRMED,1.902208647,170.449657,2.19877
3125,K01613.03,0,CANDIDATE,20.605501,146.5069,3.793
3126,K00440.01,1,CONFIRMED,15.90688891,177.9305,3.9879
3127,K00440.02,1,CONFIRMED,4.973455252,170.885791,1.6519
3128,K00441.01,0,FALSE POSITIVE,30.5528972,173.90269,5.269
3129,K00495.01,0,FALSE POSITIVE,4.804469031,169.63529,3.4587
3130,K00496.01,1,CONFIRMED,1.616883373,169.80396,1.6325
3131,K02593.02,0,CANDIDATE,9.5539134,135.5281,5.261
3132,K00497.01,1,CONFIRMED,13.19322809,175.6096,5.0036
3133,K00082.02,1,CONFIRMED,10.31174786,134.07991,3.1818
3134,K00497.02,1,CONFIRMED,4.42535097,134.56312,3.504
3135,K00543.01,1,CONFIRMED,4.302139338,173.438922,2.0289
3136,K00543.02,1,CONFIRMED,3.137845914,133.55689,1.91
3137,K03209.02,0,CANDIDATE,6.77067637,133.34914,5.982
3138,K00544.01,0,FALSE POSITIVE,3.74782314,171.66634,5.133
3139,K00545.01,0,FALSE POSITIVE,1.09173174,170.37724,1.9719
3140,K00546.01,1,CONFIRMED,20.68420772,170.19034,6.4415
3141,K00590.02,1,CONFIRMED,50.6985408,141.31813,5.972
3142,K00591.01,0,FALSE POSITIVE,2.9926465,170.80128,1.81
3143,K00787.03,0,CANDIDATE,0.589376952,131.8694,1.71
3144,K00592.01,1,CONFIRMED,39.7529915,175.46244,4.9641
3145,K00593.01,1,CONFIRMED,9.99760285,171.78828,3.4423
3146,K00593.02,1,CONFIRMED,90.4117992,208.5028,7.106
3147,K00442.01,1,CONFIRMED,13.54057461,171.67762,4.4673
3148,K00442.02,1,CONFIRMED,1.732346403,134.53123,2.2139
3149,K01815.02,0,CANDIDATE,1.74610057,131.7921,1.299
3150,K00442.03,1,CONFIRMED,7.0257409,133.62713,2.245
3151,K00443.01,1,CONFIRMED,16.21774917,180.0425,4.9274
3152,K00444.01,1,CONFIRMED,11.72291212,177.3196,4.2064
3153,K00498.01,0,FALSE POSITIVE,8.661374,177.5427,2.972
3154,K00499.01,1,CONFIRMED,9.66857386,174.53483,2.4656
3155,K00500.01,1,CONFIRMED,7.053527145,176.474146,2.3982
3156,K00500.02,1,CONFIRMED,9.521644639,177.484839,2.3569
3157,K00500.03,1,CONFIRMED,3.072146607,134.030017,1.8732
3158,K00500.04,1,CONFIRMED,4.645382149,134.58939,2.0271
3159,K00546.02,1,CONFIRMED,9.82578495,131.42495,5.2498
3160,K00547.01,1,CONFIRMED,25.30291816,188.060148,4.4903
3161,K00548.01,1,CONFIRMED,21.30020491,189.70595,4.0852
3162,K00087.01,1,CONFIRMED,289.864067,133.69719,7.565
3163,K00549.01,0,FALSE POSITIVE,10.29767658,131.73374,6.649
3164,K00593.03,1,CONFIRMED,51.0674355,147.60941,4.374
3165,K00595.01,0,FALSE POSITIVE,199.99763493,250.97231,3.43
3166,K00596.01,1,CONFIRMED,1.682695938,170.453117,1.3867
3167,K00597.01,1,CONFIRMED,17.30795548,176.94326,5.1126
3168,K00094.02,1,CONFIRMED,10.423677439,138.009041,5.2257
3169,K00597.02,1,CONFIRMED,2.09227115,133.06258,2.4062
3170,K00072.02,1,CONFIRMED,45.29422297,138.678725,6.83
3171,K00445.01,0,FALSE POSITIVE,260.20717331,258.34887,6.59
3172,K00446.01,1,CONFIRMED,16.70920628,174.75417,2.7052
3173,K00446.02,1,CONFIRMED,28.55158187,185.47672,4.1502
3174,K00447.01,0,FALSE POSITIVE,4.045057186,172.68365,2.9954
3175,K00448.01,1,CONFIRMED,10.13958818,178.45074,2.6446
3176,K00448.02,1,CONFIRMED,43.5859419,194.6107,4.6814
3177,K00500.05,1,CONFIRMED,0.986785834,133.171292,1.1879
3178,K00501.01,0,CANDIDATE,24.7962801,170.32595,8.33
3179,K00502.01,0,FALSE POSITIVE,5.91037674,171.15166,3.421
3180,K00082.03,1,CONFIRMED,27.4536146,145.02866,3.747
3181,K00503.01,1,CONFIRMED,8.22241355,172.95657,2.71
3182,K00549.02,0,FALSE POSITIVE,0.635587392,133.41665,4.7
3183,K00550.01,1,CONFIRMED,13.02363236,178.52482,3.9734
3184,K00551.01,1,CONFIRMED,11.6370303,178.84448,3.3372
3185,K03226.02,0,CANDIDATE,6.93650854,133.98309,3.674
3186,K00551.02,1,CONFIRMED,5.68798675,133.95607,2.2682
3187,K00552.01,0,FALSE POSITIVE,3.055171082,171.099046,1.6798
3188,K00601.01,1,CONFIRMED,5.40426917,172.18553,2.5315
3189,K00601.02,0,CANDIDATE,11.67894236,131.5119,1.2641
3190,K00601.03,1,CONFIRMED,1.208462378,133.67712,1.544
3191,K00929.02,1,CONFIRMED,2.85188338,132.1455,2.666
3192,K00602.01,1,CONFIRMED,12.91385906,177.27535,5.3685
3193,K00094.03,1,CONFIRMED,54.31996151,161.239869,8.5858
3194,K00449.01,0,FALSE POSITIVE,252.0792347,240.234923,3.9808
3195,K00450.01,0,FALSE POSITIVE,27.04627886,171.95525,2.666
3196,K00451.01,0,FALSE POSITIVE,3.723560726,172.17977,3.435
3197,K01910.02,0,CANDIDATE,18.3848331,135.4745,3.545
3198,K00452.01,1,CONFIRMED,3.705991661,169.94286,5.1658
3199,K00074.01,0,FALSE POSITIVE,5.188671659,125.879388,5.0534
3200,K00453.01,0,FALSE POSITIVE,2.236100588,169.64852,1.8643
3201,K00504.01,1,CONFIRMED,40.606895,199.25748,5.756
3202,K00505.01,1,CONFIRMED,13.76710058,174.81089,2.9105
3203,K02678.02,0,CANDIDATE,2.2165905,131.5607,1.0
3204,K00505.02,1,CONFIRMED,6.1954595,134.71507,2.952
3205,K00505.03,1,CONFIRMED,3.25058201,133.69472,2.2537
3206,K00505.04,1,CONFIRMED,8.34819209,136.84111,2.835
3207,K00553.01,0,FALSE POSITIVE,2.399069173,171.45413,3.2576
3208,K00554.01,0,CANDIDATE,3.65849707,170.54381,2.573
3209,K03337.02,0,FALSE POSITIVE,91.172033,154.9657,6.676
3210,K00555.01,1,CONFIRMED,3.701765401,172.44778,2.6061
3211,K00555.02,1,CONFIRMED,86.4943704,181.88967,7.471
3212,K00088.01,0,FALSE POSITIVE,5.17968868,136.46144,3.7256
3213,K00398.01,1,CONFIRMED,51.84688984,170.08076,4.7769
3214,K00398.02,1,CONFIRMED,4.180048081,173.719249,2.4479
3215,K01022.02,0,FALSE POSITIVE,68.832195,172.12379,3.31
3216,K00398.03,1,CONFIRMED,1.729367077,133.81929,1.7442
3217,K00399.01,0,FALSE POSITIVE,5.26640614,173.833637,3.6163
3218,K00400.01,0,FALSE POSITIVE,44.18938922,209.98968,6.8151
3219,K00454.01,1,CONFIRMED,29.00789166,170.55349,5.0274
3220,K00455.01,0,FALSE POSITIVE,47.878243,193.20518,4.066
3221,K01942.02,0,CANDIDATE,2.433703498,133.83759,0.975
3222,K00456.01,1,CONFIRMED,13.69942266,171.48036,4.3409
3223,K00456.02,1,CONFIRMED,4.309381978,134.03552,2.8977
3224,K00457.01,1,CONFIRMED,4.9213639,174.299322,1.8806
3225,K00505.05,1,CONFIRMED,87.0912594,187.31231,7.0
3226,K00506.01,0,FALSE POSITIVE,1.583160478,169.965242,1.1935
3227,K02871.04,0,CANDIDATE,7.9788198,132.2596,2.874
3228,K00507.01,1,CONFIRMED,18.49234792,173.49816,3.4744
3229,K00508.01,1,CONFIRMED,7.930583519,169.516944,3.6083
3230,K00082.04,1,CONFIRMED,7.07136119,139.98763,2.757
3231,K00556.01,0,FALSE POSITIVE,9.50150926,175.67002,6.852
3232,K00557.01,1,CONFIRMED,15.65563866,170.78358,3.9305
3233,K00331.02,0,CANDIDATE,10.52286678,137.78844,1.911
3234,K00558.01,1,CONFIRMED,9.17858526,173.08746,2.1945
3235,K00559.01,0,FALSE POSITIVE,4.33144839,173.69466,2.58
3236,K00560.01,1,CONFIRMED,23.67513153,179.27676,4.647
3237,K00401.01,1,CONFIRMED,29.19899219,185.440631,5.1227
3238,K00401.02,1,CONFIRMED,160.0191598,251.28261,5.472
3239,K00005.02,0,FALSE POSITIVE,7.05185637,133.3669015,3.69
3240,K00070.01,1,CONFIRMED,10.854095934,138.608031,3.7768
3241,K00401.03,1,CONFIRMED,55.3291399,186.31545,6.918
3242,K00402.01,0,FALSE POSITIVE,17.177328207,170.54643,7.6702
3243,K00457.02,1,CONFIRMED,7.064252021,135.379512,1.3867
3244,K00458.01,0,CANDIDATE,53.71798494,208.08042,4.104
3245,K02133.02,0,FALSE POSITIVE,43.501748,164.2859,10.755
3246,K00459.01,1,CONFIRMED,19.44639139,170.10238,3.6227
3247,K00459.02,1,CONFIRMED,6.91986988,134.11594,3.4253
3248,K00075.01,0,CANDIDATE,105.8817667,156.97935,18.044
3249,K00508.02,1,CONFIRMED,16.6658994,180.20215,4.1934
3250,K00509.01,1,CONFIRMED,4.16696628,169.715517,2.7535
3251,K02876.02,0,FALSE POSITIVE,0.535224793,131.73629,3.3402
3252,K00509.02,1,CONFIRMED,11.46347165,137.38521,2.599
3253,K00509.03,1,CONFIRMED,39.6034,168.07114,6.487
3254,K00510.01,1,CONFIRMED,2.940304817,169.90496,2.7226
3255,K00561.01,1,CONFIRMED,5.378868001,169.61512,2.7222
3256,K00563.01,1,CONFIRMED,15.28467725,175.62345,6.0768
3257,K03372.02,0,FALSE POSITIVE,73.506021,163.5692,5.734
3258,K00564.01,1,CONFIRMED,21.05349939,171.92457,7.1605
3259,K00564.02,1,CONFIRMED,127.905412,246.46401,14.475
3260,K00564.03,1,CONFIRMED,6.21716039,131.71857,4.4289
3261,K00403.01,0,FALSE POSITIVE,21.05647572,171.133613,1.238
3262,K00404.01,0,FALSE POSITIVE,31.80514278,186.38905,7.6213
3263,K01083.02,0,CANDIDATE,4.57797412,135.63058,2.862
3264,K00405.01,0,FALSE POSITIVE,37.60936976,190.724991,6.8615
3265,K00406.01,0,FALSE POSITIVE,49.26678528,191.187887,5.5692
3266,K00407.01,0,FALSE POSITIVE,3.613757526,171.422542,5.9128
3267,K00408.01,1,CONFIRMED,7.381980206,173.072659,3.1152
3268,K00460.01,1,CONFIRMED,17.58751692,176.077382,4.3773
3269,K02174.04,0,CANDIDATE,3.01609637,131.55327,1.57
3270,K00461.01,0,FALSE POSITIVE,11.34436822,172.84392,5.558
3271,K00462.01,0,FALSE POSITIVE,1.576341127,170.88145,3.1232
3272,K00463.01,1,CONFIRMED,18.47762694,185.269061,1.94
3273,K00464.01,1,CONFIRMED,58.36205791,196.555405,6.3363
3274,K00464.02,1,CONFIRMED,5.350156114,195.761347,2.2647
3275,K02906.03,0,CANDIDATE,21.9424316,143.8807,7.447
3276,K00510.02,1,CONFIRMED,6.38899658,175.4761,3.5032
3277,K00510.03,1,CONFIRMED,14.62709685,136.23467,4.097
3278,K00510.04,1,CONFIRMED,35.1184432,152.12282,4.59
3279,K00511.01,1,CONFIRMED,8.00579096,170.50325,3.0549
3280,K00511.02,1,CONFIRMED,4.26374378,133.72073,2.2725
3281,K07624.01,0,CANDIDATE,330.025002,364.8075,6.659
3282,K00089.01,1,CONFIRMED,84.6877524,150.57084,10.0248
3283,K00565.01,0,FALSE POSITIVE,2.340523247,170.19754,3.156
3284,K00566.01,1,CONFIRMED,25.85499978,192.57484,3.8737
3285,K00567.01,1,CONFIRMED,10.68758211,169.93115,3.3812
3286,K00567.02,1,CONFIRMED,20.30303506,176.8028,4.5038
3287,K04772.03,0,FALSE POSITIVE,39.0930875,147.6774,5.687
3288,K00408.02,1,CONFIRMED,12.56096618,166.79483,3.7647
3289,K00408.03,1,CONFIRMED,30.8261043,153.01503,5.914
3290,K00070.02,1,CONFIRMED,3.696121272,134.5014,2.463
3291,K00408.04,1,CONFIRMED,3.42806306,132.36268,2.417
3292,K00409.01,1,CONFIRMED,13.24931848,179.52171,4.4859
3293,K00082.06,0,FALSE POSITIVE,22.4098677,147.38366,2.271
3294,K00465.01,0,FALSE POSITIVE,363.706662,204.02069,8.553
3295,K00466.01,0,CANDIDATE,9.391039263,170.539799,2.8386
3296,K00467.01,1,CONFIRMED,18.00932214,182.441015,4.9611
3297,K00468.01,1,CONFIRMED,22.18431824,174.597325,3.0397
3298,K00076.01,0,CANDIDATE,77.4794704,154.70734,10.1151
3299,K06048.02,0,FALSE POSITIVE,0.80489537,132.0521644,0.92
3300,K06245.03,0,FALSE POSITIVE,276.32360146,162.1955353,9.8964
3301,K00082.05,1,CONFIRMED,5.28691996,135.85427,2.579
3302,K00512.01,1,CONFIRMED,6.51003001,172.91588,3.3095
3303,K00513.01,1,CONFIRMED,35.18105723,170.09969,7.545
3304,K00514.01,0,FALSE POSITIVE,11.75560012,176.07519,4.7
3305,K00515.01,0,FALSE POSITIVE,17.79421914,169.605214,4.1918
3306,K07625.01,0,FALSE POSITIVE,6.12601169,134.83637,1.733
3307,K00567.03,1,CONFIRMED,29.02235217,198.37025,4.0263
3308,K00568.01,1,CONFIRMED,3.383540239,169.63859,1.403
3309,K00568.02,1,CONFIRMED,2.358952404,132.68957,1.593
3310,K00569.01,1,CONFIRMED,20.72904234,185.43113,2.8066
3311,K00569.02,1,CONFIRMED,1.632916419,134.54956,1.5599
3312,K04773.02,0,CANDIDATE,11.1438086,131.725,7.905
3313,K00410.01,0,FALSE POSITIVE,7.216951388,176.283024,1.89082
3314,K00411.01,0,FALSE POSITIVE,15.85238672,174.22654,5.179
3315,K00412.01,1,CONFIRMED,4.147021189,170.325835,2.8997
3316,K00413.01,1,CONFIRMED,15.22895514,176.56001,2.5967
3317,K00413.02,1,CONFIRMED,24.67458244,146.77261,3.2648
3318,K04846.02,0,CANDIDATE,32.526674,137.3054,6.842
3319,K00469.01,0,CANDIDATE,10.32906563,174.608213,1.44
3320,K00470.01,1,CONFIRMED,3.750832927,171.151696,1.9457
3321,K00471.01,1,CONFIRMED,21.34736612,171.73531,4.184
3322,K00471.02,1,CONFIRMED,7.81100952,132.30566,3.231
3323,K00472.01,1,CONFIRMED,4.243748097,173.563074,3.3603
3324,K06612.02,0,FALSE POSITIVE,2.404483552,133.170974,0.2961
3325,K00516.01,0,FALSE POSITIVE,13.54204116,171.09767,3.334
3326,K00517.01,1,CONFIRMED,2.752359689,171.259808,2.0722
3327,K00518.01,1,CONFIRMED,13.98177862,181.975114,2.958
3328,K00518.02,1,CONFIRMED,44.0003975,210.76222,5.1115
3329,K00518.03,1,CONFIRMED,247.354914,364.15832,8.677
3330,K07626.01,0,FALSE POSITIVE,462.12069,307.6255,10.42
3331,K00570.01,0,FALSE POSITIVE,12.39894005,172.78184,4.262
3332,K00089.02,1,CONFIRMED,207.5829306,289.88311,7.0686
3333,K00571.01,1,CONFIRMED,7.26731094,174.31292,2.2691
3334,K00571.02,1,CONFIRMED,13.3430025,176.90387,2.7399
3335,K00571.03,1,CONFIRMED,3.886795001,133.32959,1.7574
3336,K00571.04,1,CONFIRMED,22.40777833,153.79858,3.2881
3337,K00414.01,0,FALSE POSITIVE,20.35509657,175.3437299,5.33265
3338,K00414.02,0,FALSE POSITIVE,5.92240377,173.81802,3.691
